,Hotel_Name,Hotel_Address,Country,City
272345,Catalonia Catedral,Arcs 10 Ciutat Vella 08002 Barcelona Spain,Spain,Barcelona
272833,Element Amsterdam,Arend Janszoon Ernststraat 577 Zuideramstel 1082 LD Amsterdam Netherlands,Netherlands,Amsterdam
273131,Axel Hotel Barcelona Urban Spa Adults Only,Aribau 33 Eixample 08011 Barcelona Spain,Spain,Barcelona
273733,Cram,Aribau 54 Eixample 08011 Barcelona Spain,Spain,Barcelona
273892,Urban Lodge Hotel,Arlandaweg 10 Westpoort 1043 EW Amsterdam Netherlands,Netherlands,Amsterdam
274963,Novotel Wien City,Aspernbr ckengasse 1 02 Leopoldstadt 1020 Vienna Austria,Austria,Vienna
275233,The Levante Parliament A Design Hotel,Auerspergstra e 9 08 Josefstadt 1080 Vienna Austria,Austria,Vienna
275588,Room Mate Gerard,Ausi s Marc 34 Eixample 08010 Barcelona Spain,Spain,Barcelona
275602,H10 Marina Barcelona,Avenida Bogatell 64 68 Sant Mart 08005 Barcelona Spain,Spain,Barcelona
275920,Barcelona Princess,Avenida Diagonal 1 Sant Mart 08019 Barcelona Spain,Spain,Barcelona
276817,Novotel Barcelona City,Avenida Diagonal 201 Sant Mart 08018 Barcelona Spain,Spain,Barcelona
277091,The Gates Diagonal Barcelona,Avenida Diagonal 205 Sant Mart 08018 Barcelona Spain,Spain,Barcelona
277378,AC Hotel Diagonal L Illa a Marriott Lifestyle Hotel,Avenida Diagonal 555 Les Corts 08029 Barcelona Spain,Spain,Barcelona
277434,Wilson Boutique Hotel,Avenida Diagonal 568 Sarri St Gervasi 08021 Barcelona Spain,Spain,Barcelona
277579,NH Hesperia Barcelona Presidente,Avenida Diagonal 570 Sarri St Gervasi 08021 Barcelona Spain,Spain,Barcelona
277699,Hilton Barcelona,Avenida Diagonal 589 591 Les Corts 08014 Barcelona Spain,Spain,Barcelona
277744,Vincci Mae,Avenida Diagonal 596 Sarri St Gervasi 08021 Barcelona Spain,Spain,Barcelona
277850,Fairmont Rey Juan Carlos I,Avenida Diagonal 661 671 Les Corts 08028 Barcelona Spain,Spain,Barcelona
278047,Pullman Barcelona Skipper,Avenida Litoral 10 Ciutat Vella 08005 Barcelona Spain,Spain,Barcelona
278325,Hotel Ciutadella Barcelona,Avenida Marqu s de l Argentera 4 Ciutat Vella 08003 Barcelona Spain,Spain,Barcelona
278418,Catalonia Atenas,Avenida Meridiana 151 Sant Mart 08026 Barcelona Spain,Spain,Barcelona
279479,Tryp Barcelona Apolo Hotel,Avenida Paralelo 57 59 Sants Montju c 08004 Barcelona Spain,Spain,Barcelona
279658,Sansi Pedralbes,Avenida Pearson 1 3 Les Corts 08034 Barcelona Spain,Spain,Barcelona
279688,Crowne Plaza Barcelona Fira Center,Avenida Rius y Taulet 1 3 Sants Montju c 08004 Barcelona Spain,Spain,Barcelona
279808,Gran Hotel Torre Catalunya,Avenida Roma 2 4 Sants Montju c 08014 Barcelona Spain,Spain,Barcelona
280190,H10 Itaca,Avenida Roma 22 30 Eixample 08015 Barcelona Spain,Spain,Barcelona
280315,Hotel Abbot,Avenida Roma 23 Eixample 08029 Barcelona Spain,Spain,Barcelona
280354,Sercotel Amister Art Hotel Barcelona,Avenida Roma 93 95 Eixample 08029 Barcelona Spain,Spain,Barcelona
280434,Melia Barcelona Sarri ,Avenida Sarri 50 Les Corts 08029 Barcelona Spain,Spain,Barcelona
280541,ABaC Restaurant Hotel Barcelona GL Monumento,Avenida Tibidabo 1 Sarri St Gervasi 08022 Barcelona Spain,Spain,Barcelona
280572,Col n Hotel Barcelona,Avinguda Catedral 7 Ciutat Vella 08002 Barcelona Spain,Spain,Barcelona
280968,Hotel SB Icaria Barcelona,Avinguda Icaria 195 Sant Mart 08005 Barcelona Spain,Spain,Barcelona
281807,Hotel Barcelona Universal,Avinguda Paral lel 76 78 Ciutat Vella 08001 Barcelona Spain,Spain,Barcelona
282060,Aparthotel Arai 4 Superior,Avinyo 30 Ciutat Vella 08002 Barcelona Spain,Spain,Barcelona
282265,NH Collection Barcelona Podium,Bail n 4 6 Eixample 08010 Barcelona Spain,Spain,Barcelona
282411,Hotel Ronda Lesseps,Ballester 77 81 Gr cia 08023 Barcelona Spain,Spain,Barcelona
282494,Hotel Barcelona Center,Balmes 103 105 Eixample 08008 Barcelona Spain,Spain,Barcelona
282748,Olivia Balmes Hotel,Balmes 117 Eixample 08008 Barcelona Spain,Spain,Barcelona
283258,Catalonia Diagonal Centro,Balmes 142 146 Eixample 08008 Barcelona Spain,Spain,Barcelona
283504,The Capital,Basil Street Knightsbridge Kensington and Chelsea London SW3 1AT United Kingdom,United Kingdom,London
283649,Vienna Sporthotel,Baumgasse 83 03 Landstra e 1030 Vienna Austria,Austria,Vienna
283712,Megaro Hotel,Belgrove Street Camden London WC1H 8AB United Kingdom,United Kingdom,London
284512,Hotel De Hallen,Bellamyplein 47 Oud West 1053 AT Amsterdam Netherlands,Netherlands,Amsterdam
284867,AC Hotel Victoria Suites a Marriott Lifestyle Hotel,Beltran i R zpide 7 9 Les Corts 08034 Barcelona Spain,Spain,Barcelona
284912,Catalonia Plaza Catalunya,Bergara 11 Eixample 08002 Barcelona Spain,Spain,Barcelona
285876,Hotel Regina,Bergara 2 4 Eixample 08002 Barcelona Spain,Spain,Barcelona
286466,Hotel Pulitzer,Bergara 8 Eixample 08002 Barcelona Spain,Spain,Barcelona
286961,Hotel Alimara,Berruguete 126 Horta Guinard 08035 Barcelona Spain,Spain,Barcelona
287156,Thistle Holborn The Kingsley,Bloomsbury Way Camden London WC1A 2SD United Kingdom,United Kingdom,London
287865,Hotel Boltzmann,Boltzmanngasse 8 09 Alsergrund 1090 Vienna Austria,Austria,Vienna
287935,The Westbury A Luxury Collection Hotel Mayfair London,Bond Street Mayfair Westminster Borough London W1S 2YF United Kingdom,United Kingdom,London
288224,Petit Palace Boqueria Garden,Boquer a 10 Ciutat Vella 08002 Barcelona Spain,Spain,Barcelona
289010,Mercer House B ria BCN,Boria 24 26 Ciutat Vella 08003 Barcelona Spain,Spain,Barcelona
289099,Hotel ViennArt am Museumsquartier,Breite Gasse 9 07 Neubau 1070 Vienna Austria,Austria,Vienna
289557,Crowne Plaza London Battersea,Bridges Court Road Battersea London SW11 3BE United Kingdom,United Kingdom,London
290146,Amba Hotel Marble Arch,Bryanston Street Marble Arch Westminster Borough London W1H 7EH United Kingdom,United Kingdom,London
291408,Taj 51 Buckingham Gate Suites and Residences,Buckingham Gate Westminster Borough London SW1E 6AF United Kingdom,United Kingdom,London
291541,Hotel Sans Souci Wien,Burggasse 2 07 Neubau 1070 Vienna Austria,Austria,Vienna
291776,Catalonia La Pedrera,C rcega 368 Eixample 08037 Barcelona Spain,Spain,Barcelona
291931,Ohla Eixample,C rsega 289 Eixample 08008 Barcelona Spain,Spain,Barcelona
292181,Jumeirah Carlton Tower,Cadogan Place Kensington and Chelsea London SW1X 9PY United Kingdom,United Kingdom,London
292257,Hotel Villa Emilia,Calabria 115 117 Eixample 08015 Barcelona Spain,Spain,Barcelona
292450,TWO Hotel Barcelona by Axel 4 Sup Adults Only,Calabria 90 92 Eixample 08015 Barcelona Spain,Spain,Barcelona
292972,Hotel Best Western PLUS Alfa Aeropuerto,Calle K s n Entrada principal Mercabarna Sants Montju c 08040 Barcelona Spain,Spain,Barcelona
293544,AC Hotel Irla a Marriott Lifestyle Hotel,Calvet 40 42 Sarri St Gervasi 08021 Barcelona Spain,Spain,Barcelona
293560,Hotel Barcelona Catedral,Capellans 4 Ciutat Vella 08002 Barcelona Spain,Spain,Barcelona
294430,Arenas Atiram Hotels,Capitan Arenas 20 Les Corts 08034 Barcelona Spain,Spain,Barcelona
294505,Holiday Inn London Regent s Park,Carburton Street Westminster Borough London W1W 5EE United Kingdom,United Kingdom,London
295331,Senator Barcelona Spa Hotel,Cardenal Reig 11 Les Corts 08028 Barcelona Spain,Spain,Barcelona
295900,Thistle Euston,Cardington Street Euston Camden London NW1 2LP United Kingdom,United Kingdom,London
297114,The Connaught,Carlos Place Westminster Borough London W1K 2AL United Kingdom,United Kingdom,London
297159,Room Mate Anna,Carrer de Arag 271 Eixample 08007 Barcelona Spain,Spain,Barcelona
297452,Gran Hotel La Florida,Carretera Vallvidrera Tibidabo 83 93 Horta Guinard 08035 Barcelona Spain,Spain,Barcelona
297640,Ayre Hotel Caspe,Caspe 103 Eixample 08013 Barcelona Spain,Spain,Barcelona
298235,Doubletree By Hilton London Greenwich,Catherine Grove Greenwich Greenwich London SE10 8BB United Kingdom,United Kingdom,London
299207,Chasse Hotel,Chassestraat 62 64 De Baarsjes 1057 JJ Amsterdam Netherlands,Netherlands,Amsterdam
299346,The Chelsea Harbour Hotel,Chelsea Harbour Hammersmith and Fulham London SW10 0XG United Kingdom,United Kingdom,London
299896,Palais Coburg Residenz,Coburgbastei 4 01 Innere Stadt 1010 Vienna Austria,Austria,Vienna
299912,Zenit Borrell,Comte Borrell 208 Eixample 08029 Barcelona Spain,Spain,Barcelona
299996,U232 Hotel,Comte d Urgell 232 Eixample 08036 Barcelona Spain,Spain,Barcelona
300194,Eurostars Monumental,Consell de Cent 498 500 Eixample 08013 Barcelona Spain,Spain,Barcelona
300406,Pestana Arena Barcelona,Consell de Cent 51 53 Sants Montju c 08014 Barcelona Spain,Spain,Barcelona
300548,Grange City Hotel,Coopers Row City of London London EC3N 2BQ United Kingdom,United Kingdom,London
300953,Holiday Inn London Bloomsbury,Coram Street Camden London WC1N 1HT United Kingdom,United Kingdom,London
302169,The Mirror Barcelona,Corcega 255 Eixample 08036 Barcelona Spain,Spain,Barcelona
302326,Worldhotel Cristoforo Colombo,Corso Buenos Aires 3 Milan City Center 20124 Milan Italy,Italy,Milan
302838,IH Hotels Milano Puccini,Corso Buenos Aires 33 Central Station 20124 Milan Italy,Italy,Milan
303013,Best Western Hotel City,Corso Buenos Aires 42 5 Central Station 20124 Milan Italy,Italy,Milan
303186,Ch teau Monfort Relais Ch teaux,Corso Concordia 1 Milan City Center 20129 Milan Italy,Italy,Milan
303413,Palazzo Parigi Hotel Grand Spa Milano,Corso Di Porta Nuova 1 Milan City Center 20121 Milan Italy,Italy,Milan
303535,Hotel Lloyd,Corso di Porta Romana 48 Milan City Center 20122 Milan Italy,Italy,Milan
303746,Hotel Romana Residence,Corso di Porta Romana 64 Milan City Center 20122 Milan Italy,Italy,Milan
304080,Hotel Crivi s,Corso di Porta Vigentina 46 Milan City Center 20122 Milan Italy,Italy,Milan
304154,Hotel Galileo,Corso Europa 9 Milan City Center 20122 Milan Italy,Italy,Milan
304376,Carlyle Brera Hotel,Corso Garibaldi 84 Milan City Center 20121 Milan Italy,Italy,Milan
304609,Boscolo Milano Autograph Collection,Corso Giacomo Matteotti 4 6 Milan City Center 20121 Milan Italy,Italy,Milan
304804,Mokinba Hotels King,Corso Magenta 19 Milan City Center 20123 Milan Italy,Italy,Milan
304956,Qualys Hotel Nasco,Corso Sempione 69 Fiera Milano City 20149 Milan Italy,Italy,Milan
305162,Enterprise Hotel Design Boutique,Corso Sempione 91 Fiera Milano City 20149 Milan Italy,Italy,Milan
305398,Tryp Barcelona Condal Mar Hotel,Crist bal de Moura 138 Sant Mart 08019 Barcelona Spain,Spain,Barcelona
305498,NH Collection Barcelona Constanza,D u i Mata 66 99 Les Corts 08029 Barcelona Spain,Spain,Barcelona
305675,NH Collection Amsterdam Grand Hotel Krasnapolsky,Dam 9 Amsterdam City Center 1012 JS Amsterdam Netherlands,Netherlands,Amsterdam
306918,Park Plaza Victoria Amsterdam,Damrak 1 5 Amsterdam City Center 1012 LG Amsterdam Netherlands,Netherlands,Amsterdam
308513,Hotel Amsterdam De Roode Leeuw,Damrak 93 94 Amsterdam City Center 1012 LP Amsterdam Netherlands,Netherlands,Amsterdam
308683,Swiss tel Amsterdam,Damrak 96 Amsterdam City Center 1012 LP Amsterdam Netherlands,Netherlands,Amsterdam
309513,City Rooms,Daungasse 1 6 7 08 Josefstadt 1080 Vienna Austria,Austria,Vienna
309557,Holiday Inn Amsterdam,De Boelelaan 2 Zuideramstel 1083 HJ Amsterdam Netherlands,Netherlands,Amsterdam
309843,Jaz Amsterdam,De Passage 90 Noord Holland Zuidoost 1101 AX Amsterdam Netherlands,Netherlands,Amsterdam
311000,Best Western Premier Hotel Couture,Delflandlaan 15 Slotervaart 1062 EA Amsterdam Netherlands,Netherlands,Amsterdam
312809,Mercer Hotel Barcelona,Dels Lledo 7 Ciutat Vella 08003 Barcelona Spain,Spain,Barcelona
312955,Mercure Vienna First,Desider Friedmann Platz 2 01 Innere Stadt 1010 Vienna Austria,Austria,Vienna
313034,Melia Barcelona Sky 4 Sup,Diagonal Pere IV 272 Sant Mart 08005 Barcelona Spain,Spain,Barcelona
313078,Bilderberg Garden Hotel,Dijsselhofplantsoen 7 Oud Zuid 1077 BJ Amsterdam Netherlands,Netherlands,Amsterdam
313645,Ako Suites Hotel,Diputaci 195 Eixample 08011 Barcelona Spain,Spain,Barcelona
313776,Eurostars Cristal Palace,Diputaci 257 Eixample 08007 Barcelona Spain,Spain,Barcelona
314161,HCC St Moritz,Diputaci 262 264 Eixample 08007 Barcelona Spain,Spain,Barcelona
314264,Petit Palace Museum,Diputacion 250 Eixample 08007 Barcelona Spain,Spain,Barcelona
314605,NH Amsterdam Noord,Distelkade 21 Amsterdam Noord 1031 XP Amsterdam Netherlands,Netherlands,Amsterdam
314748,Primero Primera,Doctor Carulla 25 Sarri St Gervasi 08017 Barcelona Spain,Spain,Barcelona
314819,Hotel 4 Barcelona,Doctor Trueta 164 Sant Mart 08005 Barcelona Spain,Spain,Barcelona
314939,Melia Vienna,Donau City Stra e 7 22 Donaustadt 1220 Vienna Austria,Austria,Vienna
315440,Graben Hotel,Dorotheergasse 3 01 Innere Stadt 1010 Vienna Austria,Austria,Vienna
315554,Medinaceli,Duc De Medinaceli 8 Ciutat Vella 08002 Barcelona Spain,Spain,Barcelona
315636,Grand Hotel Downtown,Eerste Constantijn Huygensstraat 10A Oud West 1054 BR Amsterdam Netherlands,Netherlands,Amsterdam
316051,Amadi Park Hotel,Eerste Constantijn huygensstraat 26G Oud West 1054 BR Amsterdam Netherlands,Netherlands,Amsterdam
316447,Hotel Casa Camper,Elisabets 11 Ciutat Vella 08001 Barcelona Spain,Spain,Barcelona
316748,Holiday Inn London Wembley,Empire Way Wembley Brent London HA9 8DS United Kingdom,United Kingdom,London
318596,Austria Trend Hotel Lassalle Wien,Engerthstra e 173 175 02 Leopoldstadt 1020 Vienna Austria,Austria,Vienna
318744,H10 Art Gallery 4 Sup,Enric Granados 62 64 Eixample 08008 Barcelona Spain,Spain,Barcelona
319067,Hotel Granados 83,Enrique Granados 83 Eixample 08008 Barcelona Spain,Spain,Barcelona
319202,Best Western PLUS Epping Forest,Epping Forest 30 Oak Hill London IG8 9NY United Kingdom,United Kingdom,London
319530,NH Hesperia Barcelona del Mar,Espronceda 6 Sant Mart 08005 Barcelona Spain,Spain,Barcelona
319669,Novotel Amsterdam City,Europaboulevard 10 Zuideramstel 1083 AD Amsterdam Netherlands,Netherlands,Amsterdam
320202,St Pancras Renaissance Hotel London,Euston Road Camden London NW1 2AR United Kingdom,United Kingdom,London
321349,DoubleTree By Hilton London Excel,Excel 2 Festoon Way Royal Victoria Dock Newham London E16 1RH United Kingdom,United Kingdom,London
322813,The Guesthouse Vienna,F hrichgasse 10 01 Innere Stadt 1010 Vienna Austria,Austria,Vienna
323105,Hotel Johann Strauss,Favoritenstra e 12 04 Wieden 1040 Vienna Austria,Austria,Vienna
323215,Hotel Mercure Wien Westbahnhof,Felberstra e 4 15 Rudolfsheim F nfhaus 1150 Vienna Austria,Austria,Vienna
323302,Savoy Hotel Amsterdam,Ferdinand Bolstraat 194 Oud Zuid 1072 LW Amsterdam Netherlands,Netherlands,Amsterdam
323545,Hotel Okura Amsterdam,Ferdinand Bolstraat 333 Oud Zuid 1072 LH Amsterdam Netherlands,Netherlands,Amsterdam
324004,Hotel Eitlj rg,Filmteichstra e 5 10 Favoriten 1100 Vienna Austria,Austria,Vienna
324016,Hotel V Fizeaustraat,Fizeaustraat 2 Oost 1097 SC Amsterdam Netherlands,Netherlands,Amsterdam
324417,Mercure Wien Zentrum,Fleischmarkt 1a 01 Innere Stadt 1010 Vienna Austria,Austria,Vienna
324569,Best Western Premier Kaiserhof Wien,Frankenberggasse 10 04 Wieden 1040 Vienna Austria,Austria,Vienna
324903,FourSide Hotel Suites Vienna,Freytaggasse 25 27 21 Floridsdorf 1210 Vienna Austria,Austria,Vienna
325013,Millennium Copthorne Hotels at Chelsea Football Club,Fulham Road Stamford Bridge Hammersmith and Fulham London SW6 1HS United Kingdom,United Kingdom,London
325890,IH Hotels Milano Ambasciatori,Galleria Del Corso 3 Milan City Center 20122 Milan Italy,Italy,Milan
326208,Crowne Plaza Amsterdam South,George Gershwinlaan 101 Zuideramstel 1082 MT Amsterdam Netherlands,Netherlands,Amsterdam
326476,Durrants Hotel,George Street Westminster Borough London W1H 5BJ United Kingdom,United Kingdom,London
327202,Mercure Secession Wien,Getreidemarkt 5 06 Mariahilf 1060 Vienna Austria,Austria,Vienna
327305,Hotel Well and Come,Girona 158 Eixample 08037 Barcelona Spain,Spain,Barcelona
327680,City Hotel Deutschmeister,Gr nentorgasse 30 09 Alsergrund 1090 Vienna Austria,Austria,Vienna
327773,Ayre Hotel Gran V a,Gran V a de les Corts Catalanes 322 Sants Montju c 08004 Barcelona Spain,Spain,Barcelona
328570,Sunotel Central,Gran V a De Les Corts Catalanes 570 Eixample 08011 Barcelona Spain,Spain,Barcelona
329210,Silken Gran Hotel Havana,Gran V a de Les Corts Catalanes 647 Eixample 08010 Barcelona Spain,Spain,Barcelona
329495,Cotton House Hotel Autograph Collection,Gran V a de les Corts Catalanes 670 Eixample 08010 Barcelona Spain,Spain,Barcelona
329543,Hotel Vueling Bcn by HC,Gran Via 550 Eixample 08011 Barcelona Spain,Spain,Barcelona
329865,H10 Casanova,Gran Via 559 Eixample 08012 Barcelona Spain,Spain,Barcelona
330024,Avenida Palace,Gran Via 605 Eixample 08007 Barcelona Spain,Spain,Barcelona
330831,Acta Atrium Palace,Gran Via Corts Catalanes 656 Eixample 08010 Barcelona Spain,Spain,Barcelona
331289,Hotel Indigo Barcelona Plaza Catalunya,Gran Via de las Corts Catalanes 629 Eixample 08010 Barcelona Spain,Spain,Barcelona
331422,Catalonia Passeig de Gr cia 4 Sup,Gran Via de les Corts Catalanes 644 Eixample 08007 Barcelona Spain,Spain,Barcelona
331922,Hotel Palace GL,Gran Via de les Corts Catalanes 668 Eixample 08010 Barcelona Spain,Spain,Barcelona
332279,Grupotel Gran Via 678,Gran Via de les Corts Catalanes 678 Eixample 08010 Barcelona Spain,Spain,Barcelona
332619,Hotel Casa Bonay,Gran Via de les Corts Catalanes 700 Eixample 08010 Barcelona Spain,Spain,Barcelona
332979,The Cumberland A Guoman Hotel,Great Cumberland Place Westminster Borough London W1H 7DL United Kingdom,United Kingdom,London
334788,FourSide Hotel Vienna City Center,Grieshofgasse 11 12 Meidling 1120 Vienna Austria,Austria,Vienna
334961,Hotel Vienna,Gro e Stadtgutgasse 31 02 Leopoldstadt 1020 Vienna Austria,Austria,Vienna
335096,London Marriott Hotel Grosvenor Square,Grosvenor Square Westminster Borough London W1K 6JP United Kingdom,United Kingdom,London
335352,Rainers Hotel Vienna,Gudrunstra e 184 10 Favoriten 1100 Vienna Austria,Austria,Vienna
335562,Pol Grace Hotel,Guillem Tell 49 Sarri St Gervasi 08006 Barcelona Spain,Spain,Barcelona
335962,Austria Trend Hotel Bosei Wien,Gutheil Schoder Gasse 7B 10 Favoriten 1100 Vienna Austria,Austria,Vienna
336353,Pertschy Palais Hotel,Habsburgergasse 5 01 Innere Stadt 1010 Vienna Austria,Austria,Vienna
336647,Alma Boutique Hotel,Hafnersteig 7 01 Innere Stadt 1010 Vienna Austria,Austria,Vienna
336799,Flemings Mayfair,Half Moon Street Westminster Borough London W1J 7BH United Kingdom,United Kingdom,London
337298,Hilton London Green Park,Half Moon Street Westminster Borough London W1J 7BN United Kingdom,United Kingdom,London
337782,COMO The Halkin,Halkin Street Westminster Borough London SW1X 7DJ United Kingdom,United Kingdom,London
337811,Four Seasons Hotel London at Park Lane,Hamilton Place Park Lane Westminster Borough London W1J 7DR United Kingdom,United Kingdom,London
337902,Hilton Vienna Danube Waterfront,Handelskai 269 02 Leopoldstadt 1020 Vienna Austria,Austria,Vienna
338328,Hotel 55,Hanger Lane Ealing London W5 3HL United Kingdom,United Kingdom,London
338713,The Harmonie Vienna,Harmoniegasse 5 7 09 Alsergrund 1090 Vienna Austria,Austria,Vienna
338919,Hotel Park Villa,Hasenauerstra e 12 19 D bling 1190 Vienna Austria,Austria,Vienna
338980,WestCord Fashion Hotel Amsterdam,Hendrikje Stoffelstraat 1 Slotervaart 1058 GC Amsterdam Netherlands,Netherlands,Amsterdam
340344,The Hoxton Amsterdam,Herengracht 255 Amsterdam City Center 1016 BJ Amsterdam Netherlands,Netherlands,Amsterdam
340753,Ambassade Hotel,Herengracht 341 Amsterdam City Center 1016 AZ Amsterdam Netherlands,Netherlands,Amsterdam
341304,Banks Mansion All Inclusive Hotel,Herengracht 519 525 Amsterdam City Center 1017 BV Amsterdam Netherlands,Netherlands,Amsterdam
341657,Waldorf Astoria Amsterdam,Herengracht 542 556 Amsterdam City Center 1017 CG Amsterdam Netherlands,Netherlands,Amsterdam
341799,Senator Hotel Vienna,Hernalser Hauptstra e 105 17 Hernals 1170 Vienna Austria,Austria,Vienna
342039,Hotel J ger,Hernalser Hauptstra e 187 17 Hernals 1170 Vienna Austria,Austria,Vienna
342079,Steigenberger Hotel Herrenhof,Herrengasse 10 01 Innere Stadt 1010 Vienna Austria,Austria,Vienna
342600,Radisson Blu Style Hotel Vienna,Herrengasse 12 01 Innere Stadt 1010 Vienna Austria,Austria,Vienna
342849,Hilton Garden Inn Vienna South,Hertha Firnberg Stra e 5 10 Favoriten 1100 Vienna Austria,Austria,Vienna
342869,Austria Trend Parkhotel Sch nbrunn Wien,Hietzinger Hauptstra e 10 14 13 Hietzing 1130 Vienna Austria,Austria,Vienna
343298,Club Hotel Cortina,Hietzinger Hauptstra e 134 13 Hietzing 1130 Vienna Austria,Austria,Vienna
343362,Arion Cityhotel Vienna und Appartements,Hintschiggasse 1 10 Favoriten 1100 Vienna Austria,Austria,Vienna
343826,NH Amsterdam Museum Quarter,Hobbemakade 50 Oud Zuid 1071 XL Amsterdam Netherlands,Netherlands,Amsterdam
344065,Gartenhotel Altmannsdorf Hotel 1,Hoffingergasse 26 28 12 Meidling 1120 Vienna Austria,Austria,Vienna
344085,Hilton London Kensington Hotel,Holland Park Avenue Kensington and Chelsea London W11 4UL United Kingdom,United Kingdom,London
345930,Hotel Mercure Wien City,Hollandstra e 3 02 Leopoldstadt 1020 Vienna Austria,Austria,Vienna
346059,Courtyard by Marriott Amsterdam Arena Atlas,Hoogoorddreef 1 Zuidoost 1101 BA Amsterdam Netherlands,Netherlands,Amsterdam
346406,Holiday Inn Amsterdam Arena Towers,Hoogoorddreef 66 Zuidoost 1101 BE Amsterdam Netherlands,Netherlands,Amsterdam
346688,The Lanesborough,Hyde Park Corner Westminster Borough London SW1X 7TA United Kingdom,United Kingdom,London
346719,Amadi Panorama Hotel,Ijburglaan 539 Zeeburg 1087 BE Amsterdam Netherlands,Netherlands,Amsterdam
347200,Room Mate Aitana,IJdock 6 Amsterdam City Center 1013 MM Amsterdam Netherlands,Netherlands,Amsterdam
348116,DoubleTree by Hilton London Chelsea,Imperial Road Hammersmith and Fulham London SW6 2GA United Kingdom,United Kingdom,London
348666,Hotel G tico,Jaime I 14 Ciutat Vella 08002 Barcelona Spain,Spain,Barcelona
348691,Hotel JL No76,Jan Luijkenstraat 76 Oud Zuid 1071 CT Amsterdam Netherlands,Netherlands,Amsterdam
349003,Bilderberg Hotel Jan Luyken,Jan Luykenstraat 58 Oud Zuid 1071 CS Amsterdam Netherlands,Netherlands,Amsterdam
349369,Gran Hotel Barcino,Jaume I 6 Ciutat Vella 08002 Barcelona Spain,Spain,Barcelona
349451,Aparthotel Atenea Barcelona,Joan G ell 207 211 Les Corts 08028 Barcelona Spain,Spain,Barcelona
349629,Mercure Hotel Amsterdam City South,Joan Muyskenweg 10 Oost 1096 CJ Amsterdam Netherlands,Netherlands,Amsterdam
350430,Am Spiegeln,Johann H rbiger Gasse 30 23 Liesing 1230 Vienna Austria,Austria,Vienna
350451,Hotel Gallitzinberg,Johann Staud Stra e 32 16 Ottakring 1160 Vienna Austria,Austria,Vienna
350459,InterContinental Wien,Johannesgasse 28 03 Landstra e 1030 Vienna Austria,Austria,Vienna
350601,Dutch Design Hotel Artemis,John M Keynesplein 2 Slotervaart 1066 EP Amsterdam Netherlands,Netherlands,Amsterdam
351033,Mercure Josefshof Wien,Josefsgasse 4 6 08 Josefstadt 1080 Vienna Austria,Austria,Vienna
351449,Fleming s Selection Hotel Wien City,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,Austria,Vienna
352107,Cordial Theaterhotel Wien,Josefst dter Stra e 22 08 Josefstadt 1080 Vienna Austria,Austria,Vienna
352164,Vincci Bit,Josep Pla 69 Sant Mart 08019 Barcelona Spain,Spain,Barcelona
352575,Hollmann Beletage Design Boutique,K llnerhofgasse 6 01 Innere Stadt 1010 Vienna Austria,Austria,Vienna
352677,Hotel Bristol A Luxury Collection Hotel,K rntner Ring 1 01 Innere Stadt 1015 Vienna Austria,Austria,Vienna
352737,Hotel Imperial A Luxury Collection Hotel,K rntner Ring 16 01 Innere Stadt 1015 Vienna Austria,Austria,Vienna
352814,The Ring Vienna s Casual Luxury Hotel,K rntner Ring 8 01 Innere Stadt 1010 Vienna Austria,Austria,Vienna
353024,Grand Hotel Wien,K rntner Ring 9 01 Innere Stadt 1010 Vienna Austria,Austria,Vienna
353286,Hotel Ambassador,K rntner Stra e 22 01 Innere Stadt 1010 Vienna Austria,Austria,Vienna
353522,Austria Trend Hotel Astoria Wien,K rntner Stra e 32 34 01 Innere Stadt 1010 Vienna Austria,Austria,Vienna
353945,Austria Trend Hotel Europa Wien,K rntnerstra e 18 Eingang Neuer Markt 3 01 Innere Stadt 1010 Vienna Austria,Austria,Vienna
354474,Hotel Schani Wien,Karl Popper Stra e 22 10 Favoriten 1100 Vienna Austria,Austria,Vienna
354883,Ozo Hotel,Karspeldreef 2 Zuidoost 1101 CJ Amsterdam Netherlands,Netherlands,Amsterdam
355356,Renaissance Amsterdam Hotel,Kattengat 1 Amsterdam City Center 1012 SZ Amsterdam Netherlands,Netherlands,Amsterdam
355888,Canal House,Keizersgracht 148 Amsterdam City Center 1015 CX Amsterdam Netherlands,Netherlands,Amsterdam
356072,The Toren,Keizersgracht 164 Amsterdam City Center 1015 CZ Amsterdam Netherlands,Netherlands,Amsterdam
356472,The Dylan Amsterdam,Keizersgracht 384 Amsterdam City Center 1016 GB Amsterdam Netherlands,Netherlands,Amsterdam
356576,Great Northern Hotel A Tribute Portfolio Hotel London,King s Cross St Pancras International Station Pancras Road Camden London N1C 4TB United Kingdom,United Kingdom,London
357196,De Vere Devonport House,King William Walk Greenwich London SE10 9JW United Kingdom,United Kingdom,London
358326,K K Hotel Maria Theresia,Kirchberggasse 6 07 Neubau 1070 Vienna Austria,Austria,Vienna
358890,Small Luxury Hotel Altstadt Vienna,Kirchengasse 41 07 Neubau 1070 Vienna Austria,Austria,Vienna
359063,Der Wilhelmshof,Kleine Stadtgutgasse 4 02 Leopoldstadt 1020 Vienna Austria,Austria,Vienna
359317,Park Plaza Vondelpark Amsterdam,Koninginneweg 34 36 Oud Zuid 1075 CZ Amsterdam Netherlands,Netherlands,Amsterdam
